,total_annual_inc,fico_score,home_ownership,installment,loan_amnt,earliest_cr_line,issue_d,dti_jnt,mort_acc,term,verification_status_joint,zip_code,open_acc,total_acc,revol_util,credit_ratio,installment_ratio,credit_history
13934,120000.0,777.0,3,296.38,9600.0,111986,42017,18.95,7.0,0,0,82,8.0,25.0,37.4,0.32,0.031,11109
13935,114000.0,787.0,2,98.85,3000.0,102005,42017,3.47,0.0,0,2,11,6.0,15.0,2.6,0.4,0.033,4200
13936,240000.0,672.0,3,631.7,17000.0,022012,42017,47.04,1.0,0,0,76,12.0,22.0,81.9,0.545,0.037,1886
13937,91000.0,787.0,1,494.22,15000.0,011988,42017,18.14,1.0,0,1,44,10.0,22.0,33.6,0.455,0.033,10683
13938,176000.0,732.0,3,185.93,6000.0,122001,42017,16.55,1.0,0,2,48,12.0,26.0,57.0,0.462,0.031,5600
13939,245000.0,667.0,3,869.66,35000.0,121996,42017,20.97,1.0,1,0,55,16.0,20.0,79.9,0.8,0.025,7426
13940,113000.0,677.0,3,414.97,16000.0,112006,42017,35.17,3.0,1,0,84,11.0,22.0,77.5,0.5,0.026,3804
13941,129000.0,672.0,3,1007.07,30000.0,091998,42017,13.58,4.0,0,1,18,11.0,33.0,61.5,0.333,0.034,6787
13942,187500.0,702.0,3,243.13,10000.0,102000,42017,20.06,2.0,1,2,53,22.0,43.0,40.9,0.512,0.024,6026
13943,144000.0,677.0,3,1340.45,35000.0,102001,42017,47.04,3.0,0,1,37,10.0,39.0,91.5,0.256,0.039,5661
13944,110000.0,677.0,3,372.71,15000.0,082013,42017,17.38,0.0,1,0,92,8.0,9.0,51.4,0.889,0.025,1339
13945,113000.0,702.0,3,314.32,12650.0,021985,42017,24.14,1.0,1,2,10,11.0,27.0,74.9,0.407,0.025,11747
13946,108000.0,727.0,3,348.95,15000.0,062006,42017,30.36,3.0,1,1,70,7.0,13.0,63.2,0.538,0.023,3957
13947,153000.0,707.0,3,869.66,35000.0,082006,42017,28.98,0.0,1,0,02,16.0,25.0,21.0,0.64,0.025,3896
13948,121000.0,707.0,3,1066.59,27650.0,012008,42017,18.89,1.0,0,1,29,21.0,36.0,41.9,0.583,0.039,3378
13949,221000.0,732.0,3,617.46,20000.0,092000,42017,28.9,6.0,0,2,63,12.0,39.0,37.2,0.308,0.031,6056
13950,70843.0,707.0,1,372.21,16000.0,122005,42017,13.06,1.0,1,2,37,7.0,18.0,44.1,0.389,0.023,4139
13951,112000.0,662.0,3,752.07,25000.0,052005,42017,30.08,5.0,1,0,28,12.0,32.0,80.0,0.375,0.03,4353
13952,108000.0,682.0,2,363.1,14000.0,092011,42017,11.68,0.0,1,2,06,12.0,13.0,45.8,0.923,0.026,2039
13953,115000.0,667.0,3,508.96,15000.0,072007,42017,29.74,1.0,0,2,72,13.0,23.0,52.1,0.565,0.034,3562
13954,120000.0,727.0,3,303.67,13200.0,102011,42017,20.99,2.0,1,2,99,12.0,18.0,58.9,0.667,0.023,2009
13955,200000.0,667.0,3,380.02,16800.0,101999,42017,23.39,3.0,1,2,45,10.0,21.0,67.6,0.476,0.023,6392
13956,162000.0,682.0,3,1340.45,35000.0,092009,42017,22.34,4.0,0,1,64,22.0,35.0,56.3,0.629,0.039,2769
13957,230000.0,672.0,3,628.95,20000.0,032006,42017,16.27,2.0,0,1,20,13.0,29.0,56.8,0.448,0.031,4049
13958,144000.0,682.0,3,109.96,3000.0,052004,42017,35.03,3.0,0,1,24,12.0,42.0,68.0,0.286,0.037,4718
13959,83104.0,697.0,3,389.98,12000.0,011981,42017,24.3,3.0,0,0,79,17.0,44.0,19.9,0.386,0.032,13239
13960,163000.0,687.0,3,575.12,25000.0,061996,42017,27.71,4.0,1,2,46,9.0,19.0,46.4,0.474,0.023,7609
13961,116000.0,697.0,3,237.4,7200.0,042012,42017,10.86,1.0,0,2,98,10.0,16.0,31.6,0.625,0.033,1826
13962,190000.0,712.0,2,377.37,12000.0,062007,42017,20.17,0.0,0,2,33,21.0,26.0,26.0,0.808,0.031,3592
13963,118952.0,717.0,3,1103.75,33500.0,032000,42017,24.96,0.0,0,0,76,8.0,12.0,76.8,0.667,0.033,6240
13964,325727.04144222336,712.0,3,429.78,20000.0,102004,42017,23.17,1.0,1,2,23,14.0,18.0,82.5,0.778,0.021,4565
13965,120544.0,682.0,1,1188.68,30000.0,081996,42017,22.34,2.0,0,0,32,11.0,29.0,70.8,0.379,0.04,7548
13966,173810.0,717.0,3,805.17,35000.0,082009,42017,36.17,0.0,1,1,27,14.0,20.0,37.6,0.7,0.023,2800
13967,105532.0,762.0,2,335.69,10000.0,092010,42017,13.46,0.0,0,0,73,10.0,12.0,10.1,0.833,0.034,2404
13968,180000.0,707.0,3,761.11,32000.0,011997,42017,19.12,2.0,1,0,85,11.0,22.0,26.1,0.5,0.024,7395
13969,170000.0,737.0,2,743.17,20000.0,092001,42017,23.42,2.0,0,2,80,4.0,13.0,73.0,0.308,0.037,5691
13970,157250.0,662.0,2,393.72,12000.0,022004,42017,11.8,0.0,1,1,55,9.0,14.0,79.1,0.643,0.033,4808
13971,239200.0,712.0,3,329.48,10000.0,042000,42017,21.34,7.0,0,2,57,12.0,42.0,49.9,0.286,0.033,6209
13972,114000.0,677.0,2,891.2,25000.0,072010,42017,21.54,0.0,0,1,89,9.0,11.0,69.1,0.818,0.036,2466
13973,130649.0,717.0,3,689.0,21000.0,032003,42017,41.18,3.0,1,1,34,8.0,24.0,78.7,0.333,0.033,5145
13974,185000.0,692.0,2,329.72,10000.0,071997,42017,27.95,0.0,0,2,94,5.0,9.0,81.5,0.556,0.033,7214
13975,278240.0,667.0,3,179.29,4825.0,071998,42017,14.48,4.0,0,1,94,9.0,29.0,93.9,0.31,0.037,6849
13976,73000.0,697.0,3,188.69,6000.0,091994,42017,19.2,3.0,0,0,54,8.0,20.0,61.9,0.4,0.031,8248
13977,60000.0,672.0,3,335.69,10000.0,032006,42017,16.12,1.0,0,0,32,10.0,16.0,15.5,0.625,0.034,4049
13978,242000.0,667.0,2,1069.44,30000.0,052001,42017,20.85,1.0,0,0,33,10.0,19.0,68.2,0.526,0.036,5814
13979,214500.0,707.0,3,920.19,36800.0,101997,42017,32.17,3.0,1,1,61,11.0,33.0,72.0,0.333,0.023,7122
13980,57000.0,767.0,1,428.01,13000.0,091984,42017,31.2,0.0,0,0,28,6.0,15.0,8.0,0.4,0.033,11900
13981,161600.0,672.0,3,641.66,18000.0,092004,42017,24.43,2.0,0,1,60,11.0,27.0,57.1,0.407,0.036,4595
13982,131000.0,682.0,3,1054.57,30000.0,032002,42017,32.63,0.0,0,0,36,14.0,25.0,59.0,0.56,0.035,5510
13983,154000.0,707.0,1,215.41,6875.0,092003,42017,21.54,0.0,0,0,11,22.0,41.0,22.9,0.634,0.031,4961
13984,170000.0,742.0,3,346.1,10200.0,082006,42017,11.4,2.0,0,1,75,21.0,33.0,1.8,0.636,0.034,3896
13985,132600.0,697.0,2,1247.68,35000.0,082008,42017,36.35,0.0,0,1,90,8.0,14.0,40.9,0.571,0.036,3165
13986,113500.0,712.0,3,366.51,10000.0,051999,42017,30.72,3.0,0,1,85,16.0,45.0,48.2,0.308,0.037,6545
13987,198000.0,737.0,3,626.64,20000.0,041998,42017,24.15,3.0,0,2,95,13.0,32.0,6.3,0.406,0.031,6940
13988,160000.0,782.0,2,520.59,16800.0,082001,42017,10.95,0.0,0,1,48,17.0,41.0,0.0,0.415,0.031,5722
13989,130000.0,687.0,3,869.66,35000.0,071984,42017,30.64,7.0,1,1,35,10.0,28.0,77.7,0.357,0.025,11962
13990,150000.0,692.0,2,339.31,10000.0,062006,42017,10.04,0.0,0,2,95,16.0,27.0,34.7,0.593,0.034,3957
13991,152000.0,682.0,3,373.22,12000.0,062011,42017,9.93,1.0,0,2,84,5.0,6.0,97.2,0.833,0.031,2131
13992,100000.0,747.0,3,216.91,7000.0,111997,42017,25.26,3.0,0,0,33,6.0,31.0,33.6,0.194,0.031,7091
13993,134000.0,662.0,3,693.21,20000.0,111992,42017,47.04,4.0,0,1,14,6.0,19.0,94.6,0.316,0.035,8917
13994,119000.0,692.0,2,623.89,18000.0,022001,42017,19.44,4.0,0,0,19,10.0,39.0,26.3,0.256,0.035,5903
13995,198000.0,702.0,3,565.51,25000.0,011996,42017,9.16,3.0,1,1,55,10.0,33.0,18.9,0.303,0.023,7761
13996,129000.0,697.0,3,1187.57,35000.0,101999,42017,17.35,1.0,0,0,56,6.0,13.0,56.4,0.462,0.034,6392
13997,91750.0,667.0,3,730.17,19650.0,042006,42017,27.89,1.0,0,1,15,10.0,17.0,60.6,0.588,0.037,4018
13998,106000.0,697.0,1,343.31,11400.0,041977,42017,19.23,1.0,0,2,02,7.0,30.0,34.7,0.233,0.03,14610
13999,161200.0,692.0,3,451.91,19000.0,061995,42017,23.8,3.0,1,2,12,11.0,25.0,71.1,0.44,0.024,7975
14000,89580.0,692.0,1,329.48,10000.0,022002,42017,47.04,0.0,0,1,29,13.0,19.0,37.8,0.684,0.033,5538
14001,195000.0,682.0,3,437.63,18000.0,012001,42017,39.53,2.0,1,2,04,10.0,13.0,60.5,0.769,0.024,5934
14002,75140.0,672.0,3,364.7,15000.0,042013,42017,22.43,4.0,1,0,83,10.0,19.0,67.6,0.526,0.024,1461
14003,212500.0,787.0,3,619.74,20000.0,071997,42017,12.65,5.0,0,0,77,16.0,39.0,5.6,0.41,0.031,7214
14004,105000.0,702.0,3,249.54,7000.0,122006,42017,33.59,2.0,0,1,32,22.0,39.0,30.7,0.59,0.036,3774
14005,117122.0,742.0,2,185.24,6000.0,031999,42017,27.78,0.0,0,2,94,13.0,21.0,24.2,0.619,0.031,6606
14006,255000.0,787.0,1,879.51,36800.0,071997,42017,38.77,0.0,1,2,10,11.0,34.0,3.3,0.324,0.022,7214
14007,146500.0,787.0,3,263.25,12000.0,101976,42017,26.78,2.0,1,2,02,15.0,33.0,22.2,0.455,0.022,14792
14008,150000.0,702.0,3,1230.33,35000.0,101998,42017,34.74,4.0,0,0,85,9.0,13.0,92.5,0.692,0.035,6757
14009,245000.0,672.0,2,850.95,35000.0,041968,42017,23.2,1.0,1,2,92,6.0,24.0,88.5,0.25,0.024,17897
14010,265400.0,737.0,3,768.69,35000.0,051999,42017,21.22,4.0,1,0,19,22.0,45.0,21.9,0.449,0.022,6545
14011,120400.0,677.0,2,133.78,3600.0,112008,42017,11.75,0.0,0,1,55,4.0,6.0,11.9,0.667,0.037,3073
14012,99000.0,682.0,3,164.86,5000.0,022001,42017,24.16,7.0,0,2,61,4.0,36.0,78.8,0.175,0.033,5903
14013,133660.0,662.0,2,339.31,10000.0,071997,42017,47.04,0.0,0,1,90,17.0,23.0,76.9,0.739,0.034,7214
14014,67440.0,677.0,2,425.48,17500.0,082004,42017,42.83,0.0,1,1,94,6.0,6.0,72.3,0.923,0.024,4626
14015,129000.0,677.0,2,1055.55,28800.0,012004,42017,20.01,1.0,0,0,81,15.0,29.0,54.3,0.517,0.037,4839
14016,121160.0,707.0,3,518.71,20000.0,062008,42017,26.16,1.0,1,2,81,14.0,22.0,84.9,0.636,0.026,3226
14017,237000.0,732.0,3,450.74,14600.0,082002,42017,19.45,5.0,0,2,37,9.0,25.0,67.6,0.36,0.031,5357
14018,182000.0,707.0,3,439.25,20000.0,032000,42017,16.52,5.0,1,2,95,4.0,24.0,41.4,0.175,0.022,6240
14019,203800.0,722.0,3,1154.0,35000.0,021998,42017,24.28,5.0,0,1,81,12.0,24.0,56.1,0.5,0.033,6999
14020,140000.0,757.0,3,658.13,30000.0,121998,42017,34.6,6.0,1,1,99,12.0,27.0,47.2,0.444,0.022,6696
14021,68000.0,732.0,3,237.4,7200.0,062013,42017,20.24,1.0,0,1,72,8.0,13.0,33.8,0.615,0.033,1400
14022,72000.0,677.0,3,347.02,9600.0,012006,42017,22.6,2.0,0,2,92,9.0,23.0,42.5,0.391,0.036,4108
14023,90000.0,767.0,3,685.0,28800.0,012003,42017,17.7,2.0,1,2,14,11.0,26.0,8.5,0.423,0.024,5204
14024,151200.0,702.0,1,1039.82,30000.0,022010,42017,22.63,0.0,0,0,32,10.0,13.0,54.7,0.769,0.035,2616
14025,175984.0,667.0,2,978.16,31000.0,012006,42017,13.8,0.0,1,0,23,7.0,25.0,71.8,0.28,0.032,4108
14026,215000.0,682.0,3,753.73,32400.0,091998,42017,19.81,1.0,1,0,19,12.0,21.0,75.8,0.571,0.023,6787
14027,157000.0,692.0,3,678.61,30000.0,021964,42017,47.04,4.0,1,2,29,13.0,40.0,49.0,0.325,0.023,19418
14028,154000.0,667.0,3,628.95,20000.0,092004,42017,18.7,2.0,0,0,95,7.0,19.0,60.2,0.368,0.031,4595
14029,50000.0,782.0,2,373.46,12600.0,062003,42017,6.02,0.0,1,2,93,5.0,15.0,17.0,0.333,0.03,5053
14030,232000.0,752.0,3,1244.07,36800.0,041996,42017,19.22,5.0,0,1,30,13.0,21.0,73.7,0.619,0.031,7670
14031,142062.0,692.0,3,1069.44,30000.0,062006,42017,11.02,1.0,0,0,92,7.0,11.0,32.0,0.636,0.036,3957
14032,215000.0,702.0,3,1234.91,36800.0,041995,42017,16.77,5.0,0,1,67,9.0,20.0,60.2,0.45,0.031,8036
14033,180000.0,742.0,3,920.19,36800.0,012000,42017,29.74,4.0,1,1,46,8.0,16.0,72.2,0.5,0.023,6300
14034,159000.0,697.0,3,850.95,35000.0,112004,42017,15.24,2.0,1,0,90,16.0,20.0,53.7,0.8,0.024,4534
14035,123000.0,692.0,3,467.97,14400.0,061994,42017,15.54,3.0,0,0,77,9.0,24.0,46.0,0.375,0.032,8340
14036,124000.0,692.0,3,216.91,7000.0,042011,42017,6.59,0.0,0,2,46,9.0,15.0,25.7,0.6,0.031,2192
14037,206000.0,782.0,2,195.75,6500.0,022005,42017,22.26,0.0,0,2,07,10.0,26.0,19.1,0.385,0.03,4442
14038,167200.0,722.0,3,911.97,29000.0,112003,42017,19.62,2.0,0,2,46,11.0,20.0,55.2,0.55,0.031,4900
14039,325727.04144222336,722.0,1,301.15,10000.0,101982,42017,10.34,0.0,0,2,72,10.0,30.0,53.3,0.333,0.03,12601
14040,162000.0,682.0,3,1299.91,36800.0,101984,42017,42.06,4.0,0,1,75,17.0,45.0,59.5,0.362,0.032,11870
14041,162000.0,712.0,3,138.48,4200.0,022002,42017,34.94,4.0,0,0,89,22.0,45.0,18.1,0.382,0.033,5538
14042,325727.04144222336,772.0,3,130.0,4000.0,011999,42017,9.88,1.0,0,2,98,15.0,26.0,35.8,0.577,0.032,6665
14043,160000.0,662.0,3,395.2,12000.0,062005,42017,21.1,2.0,1,1,91,9.0,15.0,78.1,0.6,0.033,4322
14044,185000.0,732.0,3,593.06,18000.0,031999,42017,9.54,5.0,0,2,98,4.0,12.0,95.4,0.333,0.033,6606
14045,69400.0,662.0,2,329.65,10000.0,052004,42017,47.04,0.0,1,2,77,7.0,19.0,61.4,0.368,0.033,4718
14046,119000.0,717.0,3,372.21,16000.0,032004,42017,13.88,2.0,1,2,29,6.0,9.0,39.0,0.667,0.023,4779
14047,150000.0,672.0,3,100.57,3050.0,062010,42017,22.22,2.0,0,0,79,9.0,16.0,56.1,0.562,0.033,2496
14048,165000.0,687.0,3,768.99,24000.0,101999,42017,17.67,3.0,1,0,46,12.0,29.0,45.4,0.414,0.032,6392
14049,217000.0,667.0,3,593.49,18000.0,082000,42017,17.68,4.0,0,0,98,10.0,35.0,75.9,0.286,0.033,6087
14050,115000.0,667.0,2,424.32,11000.0,102007,42017,16.84,0.0,0,2,10,7.0,9.0,56.1,0.778,0.039,3470
14051,199000.0,727.0,2,487.47,15000.0,082002,42017,33.78,0.0,0,2,39,22.0,45.0,28.8,0.667,0.032,5357
14052,145000.0,702.0,3,814.21,35000.0,072002,42017,32.53,2.0,1,1,56,11.0,21.0,66.4,0.524,0.023,5388
14053,88714.0,697.0,3,210.92,6000.0,081991,42017,28.62,2.0,0,0,77,7.0,11.0,8.4,0.636,0.035,9375
14054,160000.0,697.0,3,1174.91,35000.0,112002,42017,20.21,4.0,0,2,61,10.0,23.0,46.4,0.435,0.034,5265
14055,72000.0,737.0,3,407.17,18000.0,121999,42017,15.22,0.0,1,2,92,7.0,13.0,27.4,0.538,0.023,6331
14056,65800.0,702.0,3,173.31,5000.0,112004,42017,20.46,3.0,0,1,46,9.0,18.0,12.6,0.5,0.035,4534
14057,165000.0,717.0,3,879.51,36800.0,042004,42017,31.75,1.0,1,2,36,11.0,35.0,61.2,0.314,0.022,4748
14058,87000.0,737.0,3,440.25,12975.0,071991,42017,15.1,3.0,0,0,49,18.0,45.0,27.2,0.321,0.034,9406
14059,230000.0,717.0,3,642.07,27600.0,061999,42017,21.3,3.0,1,1,75,11.0,19.0,15.6,0.579,0.023,6514
14060,250000.0,697.0,2,184.64,5600.0,122011,42017,10.0,0.0,0,2,21,5.0,10.0,67.1,0.5,0.033,1948
14061,184000.0,692.0,3,375.99,12000.0,092006,42017,28.78,1.0,0,0,55,12.0,20.0,80.3,0.6,0.031,3865
14062,106000.0,777.0,3,495.8,16000.0,122006,42017,20.78,2.0,0,0,01,6.0,11.0,1.1,0.545,0.031,3774
14063,125000.0,707.0,3,154.37,5000.0,101995,42017,28.36,2.0,0,2,60,22.0,36.0,24.0,0.694,0.031,7853
14064,239000.0,692.0,3,907.73,35000.0,122000,42017,46.91,6.0,1,0,46,13.0,40.0,95.8,0.325,0.026,5965
14065,99000.0,752.0,3,287.06,8400.0,082002,42017,24.7,2.0,0,1,63,12.0,21.0,35.1,0.571,0.034,5357
14066,66000.0,662.0,3,268.56,8000.0,012003,42017,15.62,1.0,0,1,93,7.0,17.0,48.0,0.412,0.034,5204
14067,190000.0,677.0,2,395.66,12000.0,062006,42017,16.6,0.0,0,0,95,9.0,23.0,51.1,0.391,0.033,3957
14068,128000.0,667.0,3,1099.53,30000.0,101998,42017,24.52,1.0,0,2,85,7.0,17.0,92.5,0.412,0.037,6757
14069,250000.0,662.0,2,658.48,20000.0,031990,42017,33.02,0.0,0,0,43,9.0,18.0,92.5,0.5,0.033,9893
14070,196000.0,712.0,3,1281.62,30000.0,022011,42017,25.87,2.0,0,0,35,14.0,20.0,56.6,0.7,0.043,2251
14071,176000.0,682.0,3,241.7,7200.0,012004,42017,19.88,1.0,0,2,89,11.0,21.0,43.0,0.524,0.034,4839
14072,155126.0,732.0,3,542.89,24000.0,051989,42017,14.94,2.0,1,2,22,9.0,18.0,43.3,0.5,0.023,10197
14073,230000.0,717.0,3,493.97,16000.0,011994,42017,16.67,7.0,0,2,35,11.0,25.0,81.7,0.44,0.031,8491
14074,134000.0,682.0,3,869.66,35000.0,122002,42017,14.05,3.0,1,0,53,8.0,16.0,48.0,0.5,0.025,5235
14075,163534.0,662.0,3,420.62,15000.0,092004,42017,16.78,2.0,1,0,27,20.0,28.0,61.1,0.714,0.028,4595
14076,216000.0,677.0,3,790.17,24000.0,061997,42017,8.25,1.0,0,2,68,6.0,15.0,67.0,0.4,0.033,7244
14077,144000.0,702.0,1,461.6,14000.0,102010,42017,19.26,0.0,0,2,38,10.0,14.0,64.1,0.714,0.033,2374
14078,126332.0,707.0,3,75.48,2400.0,012000,42017,15.6,2.0,0,1,49,12.0,22.0,27.3,0.545,0.031,6300
14079,175000.0,727.0,3,782.99,26000.0,081997,42017,29.74,3.0,0,2,15,19.0,38.0,63.0,0.5,0.03,7183
14080,122000.0,672.0,3,509.96,13000.0,052003,42017,29.76,2.0,0,1,78,18.0,40.0,69.6,0.45,0.039,5084
14081,116400.0,692.0,3,538.4,19200.0,042002,42017,47.04,3.0,1,1,73,10.0,29.0,98.3,0.345,0.028,5479
14082,157000.0,667.0,1,829.93,32000.0,022005,42017,13.5,3.0,1,2,33,8.0,18.0,45.7,0.444,0.026,4442
14083,100000.0,662.0,2,970.42,30000.0,032008,42017,39.0,0.0,1,2,96,4.0,7.0,85.2,0.571,0.032,3318
14084,88000.0,702.0,3,575.25,20000.0,012009,42017,31.7,3.0,1,1,48,8.0,19.0,31.3,0.421,0.029,3012
14085,235000.0,667.0,3,744.42,32000.0,082001,42017,30.29,3.0,1,0,75,19.0,38.0,38.3,0.5,0.023,5722
14086,175000.0,702.0,3,329.82,15000.0,012003,42017,26.33,3.0,1,2,95,9.0,20.0,64.1,0.45,0.022,5204
14087,120000.0,677.0,1,985.21,30000.0,092004,42017,22.44,0.0,1,1,06,19.0,28.0,26.8,0.679,0.033,4595
14088,203120.45,787.0,2,162.09,5250.0,062002,42017,21.68,0.0,0,2,95,10.0,27.0,14.2,0.37,0.031,5418
14089,209000.0,672.0,3,939.85,22000.0,122011,42017,25.71,1.0,0,1,15,19.0,27.0,45.9,0.704,0.043,1948
14090,145000.0,677.0,3,328.06,9600.0,112007,42017,22.72,1.0,0,0,92,12.0,25.0,68.6,0.48,0.034,3439
14091,104000.0,682.0,3,339.31,10000.0,051986,42017,38.78,3.0,0,1,06,21.0,36.0,22.1,0.583,0.034,11293
14092,256000.0,712.0,3,1244.07,36800.0,101999,42017,23.7,4.0,0,1,68,21.0,38.0,15.0,0.553,0.031,6392
14093,86800.0,712.0,3,319.91,12875.0,052002,42017,37.52,3.0,1,1,24,16.0,21.0,35.3,0.762,0.025,5449
14094,192904.0,697.0,3,488.68,22225.0,102002,42017,34.85,6.0,1,2,84,14.0,42.0,66.2,0.333,0.022,5296
14095,108840.0,672.0,2,169.66,5000.0,072005,42017,23.16,0.0,0,1,95,11.0,14.0,76.0,0.786,0.034,4292
14096,225000.0,662.0,3,712.96,20000.0,082005,42017,25.51,4.0,0,2,89,15.0,42.0,54.7,0.357,0.036,4261
14097,155400.0,702.0,3,993.89,36800.0,121996,42017,25.57,1.0,1,1,42,10.0,19.0,77.5,0.526,0.025,7426
14098,125840.0,727.0,2,843.66,24000.0,092006,42017,36.22,0.0,0,2,77,20.0,28.0,26.1,0.714,0.035,3865
14099,130000.0,717.0,3,526.5,24000.0,112005,42017,30.78,1.0,1,2,37,12.0,23.0,36.3,0.522,0.022,4169
14100,120000.0,687.0,2,693.21,20000.0,012012,42017,19.13,0.0,0,0,33,12.0,13.0,32.8,0.923,0.035,1917
14101,96000.0,732.0,2,329.72,10000.0,112012,42017,4.05,0.0,0,2,98,3.0,4.0,28.1,0.75,0.033,1612
14102,118000.0,702.0,2,542.89,24000.0,022003,42017,29.72,0.0,1,2,48,21.0,32.0,37.2,0.656,0.023,5173
14103,251061.0,667.0,3,1340.45,35000.0,082006,42017,34.08,2.0,0,2,37,17.0,40.0,59.7,0.425,0.04,3896
14104,200000.0,717.0,3,402.77,12950.0,051998,42017,9.04,1.0,0,2,35,7.0,14.0,32.8,0.5,0.031,6910
14105,140000.0,702.0,3,888.95,27000.0,041998,42017,25.16,1.0,0,2,83,13.0,35.0,58.5,0.371,0.033,6940
14106,157000.0,772.0,3,207.04,6875.0,052004,42017,27.44,1.0,0,2,55,15.0,40.0,25.3,0.375,0.03,4718
14107,164000.0,712.0,2,658.48,20000.0,042006,42017,5.8,0.0,0,2,98,3.0,7.0,90.8,0.429,0.033,4018
14108,136000.0,712.0,3,761.11,32000.0,091994,42017,24.43,4.0,1,0,19,22.0,43.0,28.8,0.535,0.024,8248
14109,292000.0,787.0,1,592.63,18000.0,081988,42017,19.09,0.0,0,2,79,15.0,24.0,20.1,0.625,0.033,10470
14110,120000.0,667.0,3,519.91,15000.0,102005,42017,23.68,1.0,0,0,34,5.0,13.0,33.5,0.385,0.035,4200
14111,300000.0,727.0,3,1150.5,35000.0,011989,42017,10.07,0.0,1,0,92,13.0,19.0,14.5,0.684,0.033,10317
14112,165426.0,747.0,3,565.51,25000.0,072008,42017,11.55,3.0,1,2,66,8.0,13.0,36.5,0.615,0.023,3196
14113,85000.0,732.0,2,364.7,15000.0,082006,42017,25.0,0.0,1,2,75,17.0,28.0,28.3,0.607,0.024,3896
14114,63450.0,702.0,2,329.72,10000.0,062001,42017,47.04,0.0,0,1,87,8.0,19.0,16.5,0.421,0.033,5783
14115,165000.0,687.0,2,398.11,12800.0,022003,42017,38.42,0.0,0,2,78,22.0,43.0,53.6,0.581,0.031,5173
14116,113600.0,662.0,2,538.29,16800.0,051995,42017,31.7,3.0,1,2,03,7.0,23.0,94.6,0.304,0.032,8006
14117,130000.0,687.0,3,341.73,10000.0,052002,42017,18.7,5.0,0,2,21,10.0,19.0,50.8,0.526,0.034,5449
14118,130000.0,662.0,2,361.48,10000.0,022009,42017,9.05,0.0,0,0,92,22.0,33.0,57.0,0.758,0.036,2981
14119,165000.0,697.0,3,515.87,14075.0,082000,42017,24.42,1.0,0,2,77,13.0,21.0,63.2,0.619,0.037,6087
14120,213000.0,702.0,3,748.45,23800.0,032000,42017,21.12,7.0,0,2,44,13.0,40.0,84.3,0.325,0.031,6240
14121,204000.0,737.0,3,791.71,35000.0,081996,42017,26.65,5.0,1,0,75,18.0,45.0,45.6,0.383,0.023,7548
14122,186000.0,667.0,3,216.89,6000.0,072000,42017,19.12,5.0,0,0,95,14.0,26.0,80.1,0.538,0.036,6118
14123,141000.0,712.0,3,619.74,20000.0,051973,42017,21.54,7.0,0,2,54,11.0,33.0,74.1,0.333,0.031,16041
14124,220000.0,687.0,3,679.3,21000.0,091986,42017,30.06,1.0,1,0,44,22.0,36.0,45.5,0.667,0.032,11170
14125,325727.04144222336,682.0,2,805.35,28000.0,042011,42017,19.66,0.0,1,2,43,9.0,10.0,57.2,0.9,0.029,2192
14126,295000.0,667.0,3,291.76,12000.0,092008,42017,22.08,2.0,1,2,76,8.0,28.0,95.5,0.286,0.024,3134
14127,302000.0,697.0,3,1257.89,36800.0,071989,42017,25.24,3.0,0,1,75,16.0,24.0,64.4,0.667,0.031,10136
14128,175000.0,752.0,3,617.46,20000.0,122009,42017,23.95,2.0,0,2,76,20.0,30.0,39.2,0.667,0.031,2678
14129,79000.0,737.0,3,263.39,8000.0,082013,42017,17.3,1.0,0,2,17,4.0,4.0,82.8,0.923,0.033,1339
14130,122000.0,702.0,3,246.93,7500.0,111985,42017,8.04,1.0,0,2,34,6.0,10.0,68.8,0.6,0.033,11474
14131,93000.0,702.0,2,263.86,12000.0,042006,42017,21.62,2.0,1,2,33,6.0,13.0,71.6,0.462,0.022,4018
14132,190000.0,682.0,2,946.61,30000.0,031993,42017,19.0,1.0,1,1,76,10.0,16.0,40.8,0.625,0.032,8797
14133,225400.0,667.0,3,878.81,25000.0,012004,42017,33.23,1.0,0,2,45,19.0,36.0,55.1,0.528,0.035,4839
14134,122595.0,662.0,3,402.83,12000.0,041999,42017,22.98,1.0,0,0,93,6.0,13.0,19.0,0.462,0.034,6575
14135,62400.0,692.0,2,592.34,15100.0,042010,42017,35.0,1.0,0,1,37,10.0,13.0,43.1,0.769,0.039,2557
14136,184600.0,662.0,3,486.26,20000.0,112007,42017,30.28,3.0,1,2,92,6.0,15.0,86.9,0.4,0.024,3439
14137,320000.0,707.0,3,628.95,20000.0,021997,42017,17.55,5.0,0,2,21,11.0,27.0,46.4,0.407,0.031,7364
14138,195000.0,697.0,3,493.86,15000.0,042004,42017,24.9,6.0,0,2,80,11.0,33.0,52.2,0.333,0.033,4748
14139,260000.0,697.0,3,328.8,10650.0,102002,42017,25.66,3.0,0,0,21,14.0,32.0,24.5,0.438,0.031,5296
14140,320000.0,727.0,2,1234.91,36800.0,071999,42017,19.14,6.0,0,0,90,19.0,33.0,13.6,0.576,0.031,6484
14141,160000.0,767.0,3,262.42,8500.0,071978,42017,6.15,4.0,0,2,60,5.0,10.0,35.2,0.5,0.031,14154
14142,205000.0,672.0,3,923.2,28000.0,111994,42017,18.2,3.0,0,2,85,12.0,28.0,59.1,0.429,0.033,8187
