,total_annual_inc,fico_score,home_ownership,installment,loan_amnt,earliest_cr_line,issue_d,dti_jnt,mort_acc,term,verification_status_joint,zip_code,open_acc,total_acc,revol_util,credit_ratio,installment_ratio,credit_history
5867,180000.0,702.0,3,167.56,5000.0,121998,92017,37.26,5.0,0,1,77,21.0,37.0,46.0,0.568,0.034,6849
5868,90000.0,662.0,2,845.42,20900.0,062007,92017,15.2,0.0,0,0,20,10.0,18.0,45.3,0.556,0.04,3745
5869,54408.0,687.0,1,106.38,3025.0,042007,92017,36.47,0.0,0,1,30,12.0,45.0,16.5,0.218,0.035,3806
5870,198000.0,662.0,3,889.92,35000.0,102002,92017,20.88,1.0,1,0,32,8.0,32.0,30.6,0.25,0.025,5449
5871,230000.0,692.0,2,973.15,36800.0,032008,92017,28.49,1.0,1,1,60,13.0,29.0,69.1,0.448,0.024,3471
5872,132400.0,722.0,2,523.96,22000.0,112004,92017,26.9,0.0,1,1,90,15.0,34.0,33.2,0.441,0.024,4687
5873,51000.0,682.0,3,506.41,14400.0,032007,92017,17.8,1.0,0,1,37,21.0,32.0,77.7,0.656,0.035,3837
5874,87529.0,782.0,3,216.37,7000.0,012000,92017,7.88,4.0,0,1,03,7.0,14.0,32.3,0.5,0.031,6453
5875,135400.0,667.0,3,342.17,10000.0,012005,92017,11.56,1.0,0,0,96,5.0,11.0,38.0,0.455,0.034,4626
5876,106000.0,782.0,2,1162.34,35000.0,062002,92017,43.39,0.0,0,0,95,6.0,13.0,17.3,0.462,0.033,5571
5877,91000.0,717.0,3,272.71,8400.0,101995,92017,23.53,2.0,0,1,37,13.0,28.0,36.2,0.464,0.032,8006
5878,156000.0,712.0,3,571.17,16000.0,021997,92017,32.6,1.0,0,2,33,18.0,21.0,22.9,0.857,0.036,7517
5879,194000.0,692.0,3,1044.19,35000.0,042002,92017,22.07,1.0,1,1,08,7.0,18.0,90.9,0.389,0.03,5632
5880,245000.0,737.0,3,678.81,32000.0,041997,92017,13.81,2.0,1,0,01,18.0,35.0,30.4,0.514,0.021,7458
5881,110000.0,677.0,1,322.35,10000.0,092004,92017,40.93,0.0,0,1,16,20.0,33.0,48.9,0.606,0.032,4748
5882,200000.0,662.0,2,321.56,8000.0,102011,92017,17.43,0.0,0,0,21,15.0,15.0,98.3,0.923,0.04,2162
5883,170000.0,732.0,3,857.07,26400.0,052004,92017,47.04,1.0,0,0,76,20.0,30.0,11.7,0.667,0.032,4871
5884,178000.0,672.0,3,1266.39,35000.0,081999,92017,41.62,6.0,0,1,78,15.0,45.0,85.8,0.306,0.036,6606
5885,120000.0,677.0,1,684.33,20000.0,092004,92017,8.4,1.0,0,2,37,2.0,9.0,0.0,0.175,0.034,4748
5886,245000.0,712.0,3,797.03,24000.0,012002,92017,13.68,3.0,0,2,91,20.0,36.0,36.7,0.556,0.033,5722
5887,133000.0,787.0,1,667.19,30000.0,122005,92017,13.94,3.0,1,0,75,8.0,12.0,2.7,0.667,0.022,4292
5888,87824.0,662.0,2,272.93,7200.0,062006,92017,47.04,0.0,0,0,34,9.0,24.0,52.5,0.375,0.038,4110
5889,141700.0,717.0,3,851.51,35000.0,112004,92017,30.36,3.0,1,2,98,11.0,25.0,53.8,0.44,0.024,4687
5890,325727.04144222336,787.0,3,938.83,31175.0,122001,92017,24.8,0.0,0,2,95,7.0,15.0,6.3,0.467,0.03,5753
5891,66000.0,707.0,1,163.49,5000.0,082005,92017,33.63,1.0,0,1,76,4.0,11.0,53.6,0.364,0.033,4414
5892,175000.0,667.0,3,843.32,28000.0,022007,92017,12.5,1.0,1,1,10,6.0,15.0,93.9,0.4,0.03,3865
5893,152000.0,687.0,2,560.68,21600.0,051999,92017,23.08,0.0,1,0,98,13.0,21.0,91.6,0.619,0.026,6698
5894,160000.0,722.0,3,619.47,20000.0,012011,92017,19.88,2.0,0,2,33,21.0,26.0,28.9,0.808,0.031,2435
5895,207000.0,677.0,3,847.81,32000.0,111998,92017,13.06,2.0,1,0,80,10.0,16.0,54.6,0.625,0.026,6879
5896,200000.0,712.0,3,762.12,32000.0,042007,92017,22.14,1.0,1,0,98,22.0,29.0,63.7,0.759,0.024,3806
5897,224000.0,772.0,2,217.27,7000.0,101997,92017,21.82,0.0,0,0,48,20.0,33.0,18.4,0.606,0.031,7275
5898,217000.0,712.0,3,72.35,2000.0,121993,92017,24.62,2.0,0,2,60,13.0,21.0,45.6,0.619,0.033,8675
5899,111000.0,682.0,2,440.06,12000.0,082007,92017,16.31,0.0,0,0,21,3.0,7.0,58.9,0.429,0.037,3684
5900,200000.0,762.0,3,667.19,30000.0,111992,92017,13.37,6.0,1,1,08,8.0,16.0,23.5,0.5,0.022,9070
5901,145200.0,787.0,3,370.91,12000.0,081989,92017,3.47,3.0,0,0,40,7.0,14.0,0.2,0.5,0.031,10258
5902,160000.0,692.0,3,375.33,11200.0,012002,92017,10.07,2.0,0,0,19,6.0,20.0,59.4,0.3,0.034,5722
5903,235000.0,687.0,3,773.63,24000.0,011995,92017,15.12,1.0,0,0,75,11.0,30.0,86.5,0.367,0.032,8279
5904,325727.04144222336,682.0,3,261.57,8000.0,021998,92017,19.9,5.0,0,2,58,13.0,28.0,16.8,0.464,0.033,7152
5905,265000.0,717.0,3,969.44,30950.0,081999,92017,15.64,1.0,0,1,98,6.0,16.0,24.5,0.375,0.031,6606
5906,130400.0,667.0,3,656.81,20000.0,112005,92017,36.5,6.0,1,0,42,15.0,34.0,73.7,0.441,0.033,4322
5907,127000.0,682.0,3,973.15,36800.0,092004,92017,40.18,3.0,1,1,73,16.0,33.0,86.5,0.485,0.024,4748
5908,156000.0,687.0,2,155.84,4800.0,082005,92017,26.95,0.0,0,0,46,13.0,37.0,23.6,0.351,0.032,4414
5909,71784.0,757.0,2,520.69,15925.0,042013,92017,17.39,0.0,0,1,72,5.0,5.0,55.6,0.923,0.033,1614
5910,168000.0,737.0,3,927.28,30000.0,072005,92017,24.79,2.0,0,0,89,11.0,17.0,26.4,0.647,0.031,4445
5911,226000.0,702.0,3,875.84,36000.0,011994,92017,24.78,4.0,1,1,02,9.0,18.0,94.3,0.5,0.024,8644
5912,167042.0,712.0,3,666.86,28000.0,082003,92017,26.48,1.0,1,2,01,6.0,19.0,98.3,0.316,0.024,5145
5913,220000.0,677.0,2,909.76,24000.0,112006,92017,20.13,1.0,0,2,92,9.0,13.0,68.1,0.692,0.038,3957
5914,179000.0,727.0,3,313.89,9600.0,091993,92017,37.11,5.0,0,1,55,8.0,25.0,69.0,0.32,0.033,8766
5915,118270.0,722.0,3,498.15,15000.0,031968,92017,25.02,5.0,0,2,11,19.0,45.0,12.9,0.413,0.033,18081
5916,290000.0,687.0,3,368.9,16000.0,101998,92017,21.08,4.0,1,2,21,7.0,19.0,63.2,0.368,0.023,6910
5917,148000.0,677.0,1,471.66,14400.0,092000,92017,26.0,0.0,1,2,54,16.0,34.0,60.5,0.471,0.033,6209
5918,150000.0,667.0,3,1056.51,32550.0,082011,92017,21.22,3.0,1,0,84,9.0,13.0,84.1,0.692,0.032,2223
5919,129300.0,737.0,2,406.07,18000.0,062002,92017,24.18,0.0,1,2,10,9.0,20.0,18.4,0.45,0.023,5571
5920,260000.0,667.0,1,903.55,30000.0,092002,92017,47.04,1.0,1,0,78,6.0,25.0,74.8,0.24,0.03,5479
5921,95000.0,682.0,3,294.92,10800.0,111997,92017,47.04,1.0,1,1,78,13.0,45.0,30.8,0.277,0.027,7244
5922,55000.0,737.0,2,155.19,5000.0,032006,92017,29.91,0.0,0,2,89,7.0,11.0,30.1,0.636,0.031,4202
5923,136000.0,702.0,3,947.67,25000.0,092002,92017,11.54,1.0,0,0,78,6.0,6.0,17.7,0.923,0.038,5479
5924,176000.0,667.0,3,649.3,20000.0,062005,92017,14.24,1.0,0,0,89,8.0,20.0,45.4,0.4,0.032,4475
5925,200000.0,672.0,3,664.2,20000.0,041995,92017,14.57,2.0,0,2,10,9.0,29.0,46.3,0.31,0.033,8189
5926,263000.0,712.0,3,772.36,36000.0,091998,92017,13.9,5.0,1,1,95,11.0,25.0,47.4,0.44,0.021,6940
5927,139000.0,687.0,3,469.84,15000.0,101990,92017,13.62,2.0,0,2,17,15.0,40.0,55.1,0.375,0.031,9832
5928,101000.0,732.0,3,154.55,5000.0,081999,92017,23.94,5.0,0,2,29,5.0,20.0,37.9,0.25,0.031,6606
5929,181000.0,672.0,2,743.28,20000.0,042005,92017,14.72,0.0,0,0,91,6.0,14.0,73.0,0.429,0.037,4536
5930,77000.0,687.0,3,415.55,12800.0,121999,92017,29.97,2.0,0,1,12,11.0,28.0,21.7,0.393,0.032,6484
5931,90000.0,692.0,2,618.61,16000.0,062001,92017,19.57,0.0,0,2,10,8.0,19.0,57.3,0.421,0.039,5936
5932,215000.0,762.0,3,762.12,32000.0,081980,92017,14.5,7.0,1,0,24,11.0,28.0,63.0,0.393,0.024,13545
5933,188000.0,697.0,2,285.7,7200.0,032000,92017,12.11,0.0,0,1,10,11.0,16.0,63.6,0.688,0.04,6393
5934,250000.0,712.0,2,85.68,2400.0,041993,92017,28.46,0.0,0,2,98,7.0,15.0,69.2,0.467,0.036,8919
5935,265000.0,677.0,3,260.15,7000.0,112002,92017,16.69,3.0,0,1,91,4.0,14.0,98.3,0.286,0.037,5418
5936,325727.04144222336,702.0,3,199.26,6000.0,042002,92017,4.5,4.0,0,0,95,8.0,17.0,55.7,0.471,0.033,5632
5937,139000.0,697.0,3,476.33,20000.0,091999,92017,47.04,2.0,1,1,29,13.0,29.0,21.7,0.448,0.024,6575
5938,304000.0,712.0,3,1005.34,30000.0,062005,92017,21.66,2.0,0,0,92,7.0,18.0,98.3,0.389,0.034,4475
5939,259800.0,672.0,3,160.86,4800.0,111990,92017,17.73,3.0,0,2,76,16.0,45.0,10.9,0.34,0.034,9801
5940,142000.0,667.0,3,703.34,20000.0,112003,92017,27.49,3.0,0,1,68,7.0,31.0,87.9,0.226,0.035,5053
5941,156000.0,702.0,3,452.51,19000.0,051996,92017,14.26,3.0,1,2,97,12.0,30.0,55.3,0.4,0.024,7793
5942,229000.0,682.0,3,789.57,35000.0,041999,92017,38.52,1.0,1,1,77,20.0,43.0,62.3,0.465,0.023,6728
5943,240000.0,697.0,3,113.72,3000.0,011976,92017,16.17,4.0,0,2,76,13.0,45.0,24.6,0.289,0.038,15219
5944,96036.0,677.0,1,431.73,13000.0,072007,92017,14.5,1.0,0,0,75,5.0,7.0,12.8,0.714,0.033,3715
5945,116000.0,747.0,2,372.96,16000.0,122009,92017,21.16,0.0,1,1,10,16.0,17.0,8.8,0.923,0.023,2831
5946,250000.0,677.0,3,1085.48,30000.0,062003,92017,30.66,2.0,0,1,34,11.0,24.0,72.6,0.458,0.036,5206
5947,230000.0,682.0,3,312.0,13100.0,071980,92017,15.48,2.0,1,0,48,9.0,19.0,20.8,0.474,0.024,13576
5948,161000.0,692.0,3,811.62,25000.0,062003,92017,23.06,3.0,0,1,28,8.0,26.0,55.5,0.308,0.032,5206
5949,112000.0,667.0,3,246.17,7000.0,092007,92017,15.08,1.0,0,0,68,12.0,13.0,51.0,0.923,0.035,3653
5950,132950.0,672.0,3,611.49,18550.0,102009,92017,34.99,1.0,1,2,76,9.0,10.0,28.8,0.9,0.033,2892
5951,54000.0,732.0,2,476.33,20000.0,112003,92017,33.94,0.0,1,1,14,9.0,14.0,21.2,0.643,0.024,5053
5952,80800.0,742.0,3,225.87,7500.0,082003,92017,32.92,3.0,0,1,49,5.0,16.0,51.6,0.312,0.03,5145
5953,128000.0,697.0,3,885.78,36800.0,092002,92017,30.47,2.0,1,1,56,18.0,45.0,61.5,0.4,0.023,5479
5954,175000.0,707.0,3,533.75,24000.0,112003,92017,23.32,3.0,1,2,65,22.0,32.0,49.5,0.781,0.022,5053
5955,147000.0,667.0,3,135.92,4000.0,062004,92017,26.86,1.0,0,2,22,11.0,23.0,71.9,0.478,0.034,4840
5956,194000.0,662.0,3,498.02,20000.0,102003,92017,25.85,1.0,1,2,08,22.0,31.0,35.8,0.71,0.025,5084
5957,121300.0,702.0,3,729.87,30000.0,071979,92017,28.51,5.0,1,1,84,14.0,35.0,45.8,0.4,0.024,13942
5958,168000.0,717.0,3,688.77,24000.0,112000,92017,22.49,1.0,1,2,33,10.0,17.0,98.3,0.588,0.029,6148
5959,164000.0,762.0,3,370.91,12000.0,022005,92017,16.99,1.0,0,2,15,18.0,37.0,18.3,0.486,0.031,4595
5960,158000.0,697.0,3,999.54,28000.0,051999,92017,47.04,0.0,0,2,77,10.0,27.0,47.7,0.37,0.036,6698
5961,231378.0,707.0,3,721.89,32000.0,082007,92017,14.94,1.0,1,0,07,13.0,21.0,70.2,0.619,0.023,3684
5962,50000.0,722.0,2,386.63,10000.0,122009,92017,26.0,0.0,0,2,11,9.0,10.0,27.0,0.9,0.039,2831
5963,168000.0,687.0,2,81.76,2200.0,022006,92017,16.68,0.0,0,2,55,11.0,23.0,33.3,0.478,0.037,4230
5964,110000.0,702.0,1,107.1,3000.0,082011,92017,11.3,1.0,0,0,60,4.0,4.0,52.1,0.923,0.036,2223
5965,216000.0,687.0,3,929.87,28000.0,081984,92017,39.5,3.0,0,0,79,18.0,22.0,51.8,0.818,0.033,12084
5966,150600.0,762.0,3,1055.01,30000.0,022005,92017,29.97,0.0,0,0,08,9.0,10.0,24.0,0.9,0.035,4595
5967,100000.0,787.0,1,311.67,9600.0,102003,92017,4.32,2.0,0,1,60,8.0,38.0,0.3,0.211,0.032,5084
5968,134000.0,697.0,3,1137.2,30000.0,102003,92017,47.04,2.0,0,1,45,10.0,27.0,67.9,0.37,0.038,5084
5969,119000.0,687.0,3,372.96,16000.0,102011,92017,19.91,1.0,1,0,87,4.0,6.0,93.9,0.667,0.023,2162
5970,56000.0,677.0,1,638.18,15000.0,082002,92017,27.35,0.0,0,0,28,9.0,14.0,58.8,0.643,0.043,5510
5971,150000.0,687.0,3,351.67,10000.0,051999,92017,32.75,1.0,0,1,32,12.0,24.0,57.2,0.5,0.035,6698
5972,205000.0,762.0,3,795.04,26400.0,102004,92017,17.42,1.0,0,2,03,12.0,29.0,28.0,0.414,0.03,4718
5973,154000.0,677.0,3,631.25,17950.0,072005,92017,15.76,1.0,0,0,35,6.0,9.0,77.5,0.667,0.035,4445
5974,117800.0,712.0,1,233.1,10000.0,041998,92017,31.35,4.0,1,2,65,11.0,25.0,61.8,0.44,0.023,7093
5975,132000.0,727.0,2,644.69,20000.0,091995,92017,16.45,0.0,0,2,98,7.0,9.0,18.5,0.778,0.032,8036
5976,182000.0,682.0,2,996.29,30000.0,082003,92017,27.55,0.0,0,0,10,12.0,23.0,56.4,0.522,0.033,5145
5977,130128.0,697.0,3,321.28,9000.0,092007,92017,28.36,0.0,0,0,36,10.0,17.0,32.0,0.588,0.036,3653
5978,125000.0,677.0,3,416.28,12000.0,081999,92017,26.0,2.0,0,2,43,8.0,16.0,44.6,0.5,0.035,6606
5979,285000.0,667.0,3,984.68,28000.0,062010,92017,38.68,0.0,0,1,95,13.0,17.0,82.1,0.765,0.035,2649
5980,280000.0,707.0,3,356.98,10000.0,082008,92017,18.08,2.0,0,0,27,6.0,11.0,98.3,0.545,0.036,3318
5981,105000.0,707.0,2,490.45,15000.0,042005,92017,5.4,0.0,0,0,98,4.0,7.0,60.7,0.571,0.033,4536
5982,213000.0,672.0,3,156.11,4500.0,021998,92017,44.4,7.0,0,1,19,18.0,45.0,70.6,0.333,0.035,7152
5983,199000.0,702.0,3,285.8,12000.0,031991,92017,36.11,2.0,1,2,76,21.0,31.0,68.6,0.677,0.024,9681
5984,205000.0,712.0,2,643.81,30350.0,041989,92017,29.24,2.0,1,2,78,21.0,43.0,1.8,0.488,0.021,10380
5985,168000.0,662.0,1,752.96,25000.0,062002,92017,27.58,2.0,1,2,47,8.0,15.0,83.8,0.533,0.03,5571
5986,288000.0,667.0,3,1163.37,34000.0,092004,92017,37.68,0.0,0,0,76,17.0,30.0,79.9,0.567,0.034,4748
5987,160000.0,772.0,3,833.57,35000.0,072005,92017,27.7,4.0,1,0,12,12.0,27.0,31.1,0.444,0.024,4445
5988,68000.0,702.0,2,324.65,10000.0,102003,92017,26.0,1.0,0,2,77,8.0,34.0,78.6,0.235,0.032,5084
5989,68000.0,707.0,1,422.01,12000.0,092006,92017,22.32,0.0,0,2,08,6.0,9.0,46.6,0.667,0.035,4018
5990,239000.0,667.0,3,752.96,25000.0,111991,92017,16.52,1.0,1,0,16,13.0,30.0,58.7,0.433,0.03,9436
5991,209400.0,742.0,3,108.64,3500.0,021998,92017,5.9,2.0,0,2,80,11.0,26.0,0.0,0.423,0.031,7152
5992,142000.0,747.0,3,434.53,14000.0,031994,92017,33.18,2.0,0,0,29,22.0,45.0,8.9,0.39,0.031,8585
5993,300000.0,697.0,2,492.24,15000.0,082006,92017,7.11,0.0,1,2,75,12.0,16.0,17.4,0.75,0.033,4049
5994,195000.0,787.0,1,293.62,14000.0,082002,92017,14.54,5.0,1,2,22,7.0,22.0,22.6,0.318,0.021,5510
5995,325727.04144222336,707.0,3,1230.85,35000.0,061979,92017,24.1,2.0,0,0,37,9.0,18.0,34.3,0.5,0.035,13972
5996,110000.0,667.0,2,527.51,15000.0,122005,92017,38.26,0.0,0,2,96,18.0,25.0,73.6,0.72,0.035,4292
5997,191000.0,777.0,3,304.35,13200.0,012012,82017,13.24,1.0,1,0,22,10.0,13.0,1.8,0.769,0.023,2039
5998,250000.0,667.0,2,693.8,20000.0,091988,92017,17.35,1.0,0,2,78,11.0,22.0,67.1,0.5,0.035,10592
5999,140500.0,762.0,2,815.85,35000.0,122006,82017,11.18,0.0,1,1,12,8.0,11.0,10.5,0.727,0.023,3896
6000,112000.0,712.0,2,175.84,5000.0,022004,82017,35.65,0.0,0,1,92,17.0,25.0,22.7,0.68,0.035,4930
6001,172910.0,692.0,3,955.75,35000.0,112001,82017,5.76,3.0,1,2,93,10.0,21.0,35.5,0.476,0.027,5752
6002,221214.0,692.0,3,244.65,7200.0,062001,82017,5.3,2.0,0,2,60,11.0,27.0,11.5,0.407,0.034,5905
6003,200000.0,772.0,3,180.69,6000.0,051996,82017,21.04,4.0,0,2,64,15.0,42.0,4.6,0.357,0.03,7762
6004,105000.0,672.0,3,278.97,8400.0,031982,82017,14.12,5.0,0,1,98,8.0,34.0,51.6,0.235,0.033,12937
6005,98000.0,772.0,1,338.39,15000.0,011996,82017,16.05,3.0,1,2,62,5.0,12.0,23.4,0.417,0.023,7883
6006,180000.0,707.0,3,877.04,28000.0,051999,82017,17.17,1.0,0,2,27,20.0,29.0,48.6,0.69,0.031,6667
6007,128300.0,707.0,3,481.9,16000.0,102002,82017,35.01,1.0,1,1,32,10.0,17.0,89.6,0.588,0.03,5418
6008,130000.0,722.0,3,176.03,5500.0,122006,82017,25.3,1.0,0,2,03,10.0,16.0,33.4,0.625,0.032,3896
6009,237000.0,752.0,3,451.73,15000.0,041994,82017,37.47,2.0,0,0,02,13.0,21.0,40.0,0.619,0.03,8523
6010,52400.0,697.0,2,102.65,3000.0,031991,92017,28.58,0.0,0,1,60,3.0,6.0,71.6,0.5,0.034,9681
6011,105000.0,722.0,1,96.71,3000.0,111996,82017,17.76,0.0,0,2,81,9.0,20.0,1.0,0.45,0.032,7578
6012,92000.0,667.0,3,483.52,15000.0,052005,82017,47.04,3.0,0,2,32,14.0,25.0,42.2,0.56,0.032,4475
6013,117600.0,692.0,2,916.78,25000.0,092007,92017,32.03,0.0,0,2,64,22.0,28.0,56.5,0.857,0.037,3653
6014,119000.0,772.0,3,1237.8,36800.0,052009,82017,35.25,0.0,0,1,57,7.0,9.0,14.6,0.778,0.032,3014
6015,290000.0,662.0,3,568.6,15000.0,062001,92017,23.52,2.0,0,0,46,18.0,41.0,49.2,0.439,0.038,5936
6016,134000.0,687.0,2,863.45,26000.0,122003,82017,22.12,0.0,0,0,92,6.0,22.0,82.6,0.273,0.033,4992
6017,120000.0,747.0,3,955.75,35000.0,021996,82017,47.04,2.0,1,2,11,15.0,28.0,70.3,0.536,0.027,7852
6018,220000.0,672.0,3,764.6,28000.0,042011,82017,16.74,0.0,1,0,06,5.0,5.0,88.5,0.923,0.027,2314
6019,191000.0,662.0,2,205.36,5600.0,122009,92017,15.6,0.0,0,1,10,9.0,11.0,76.5,0.818,0.037,2831
6020,224990.0,712.0,3,326.2,9600.0,012004,82017,39.46,1.0,0,0,35,10.0,16.0,73.4,0.625,0.034,4961
6021,215000.0,662.0,3,196.94,5600.0,111993,92017,26.22,0.0,0,2,60,16.0,23.0,50.7,0.696,0.035,8705
6022,152000.0,707.0,2,199.26,6000.0,082005,82017,42.62,0.0,0,0,91,9.0,21.0,76.8,0.429,0.033,4383
6023,184000.0,677.0,2,387.35,16800.0,092006,82017,27.68,0.0,1,2,01,12.0,23.0,73.7,0.522,0.023,3987
6024,155560.0,787.0,1,137.33,4200.0,091987,82017,9.37,2.0,0,2,10,7.0,23.0,6.1,0.304,0.033,10927
6025,127690.0,757.0,3,1328.39,36800.0,101995,82017,42.12,5.0,0,0,23,11.0,27.0,59.0,0.407,0.033,7975
6026,143100.0,707.0,2,321.71,9600.0,111985,82017,14.92,0.0,0,2,88,22.0,22.0,67.7,0.923,0.034,11596
6027,270000.0,712.0,3,1252.91,36800.0,012001,82017,30.16,4.0,0,1,53,22.0,45.0,41.5,0.354,0.031,6056
6028,111680.0,687.0,3,373.79,14400.0,051995,82017,25.35,2.0,1,0,33,9.0,14.0,61.5,0.643,0.026,8128
6029,310000.0,717.0,1,525.05,16000.0,091999,92017,23.42,6.0,1,1,90,17.0,38.0,73.8,0.447,0.033,6575
6030,163308.0,672.0,3,339.79,10000.0,072007,82017,14.93,3.0,0,2,80,15.0,25.0,42.7,0.6,0.034,3684
6031,246000.0,712.0,3,81.75,2500.0,051995,82017,13.92,2.0,0,2,80,9.0,11.0,22.8,0.818,0.033,8128
6032,119000.0,717.0,3,271.84,8000.0,101994,82017,15.44,3.0,0,0,29,7.0,24.0,0.0,0.292,0.034,8340
6033,96000.0,702.0,3,303.94,8400.0,052007,92017,25.54,2.0,0,2,45,10.0,14.0,3.9,0.714,0.036,3776
6034,185000.0,777.0,1,356.54,17000.0,101978,82017,16.92,0.0,1,2,48,8.0,12.0,17.6,0.667,0.021,14184
6035,96000.0,667.0,3,246.17,7000.0,102005,82017,14.84,1.0,0,1,16,19.0,45.0,29.4,0.413,0.035,4322
6036,100000.0,697.0,3,98.09,3000.0,102010,82017,11.63,1.0,0,0,91,6.0,13.0,0.8,0.462,0.033,2496
6037,275000.0,707.0,1,1128.21,35000.0,022003,82017,10.6,0.0,0,2,01,5.0,7.0,10.2,0.714,0.032,5295
6038,225000.0,707.0,3,146.1,4500.0,121999,82017,13.5,3.0,0,2,44,17.0,44.0,30.2,0.386,0.032,6453
6039,202000.0,737.0,3,266.88,12000.0,052004,82017,16.95,2.0,1,0,33,11.0,35.0,20.0,0.314,0.022,4840
6040,153000.0,667.0,3,684.33,20000.0,042004,82017,20.58,1.0,0,0,15,11.0,18.0,85.9,0.611,0.034,4870
6041,103000.0,712.0,1,279.72,12000.0,072007,82017,8.25,1.0,1,0,19,9.0,11.0,15.7,0.818,0.023,3684
6042,146867.76,702.0,2,1153.75,35000.0,122009,92017,22.31,0.0,1,0,71,11.0,23.0,3.3,0.478,0.033,2831
6043,272400.0,682.0,3,557.82,26000.0,051992,82017,20.88,2.0,1,0,42,11.0,23.0,98.3,0.478,0.021,9223
6044,223000.0,687.0,3,1185.6,36000.0,042005,92017,26.98,3.0,1,1,34,15.0,33.0,49.7,0.455,0.033,4536
6045,103014.0,757.0,2,168.46,5450.0,012010,82017,22.29,0.0,0,2,80,7.0,13.0,9.9,0.538,0.031,2769
6046,145000.0,667.0,2,448.07,14000.0,091996,82017,21.48,0.0,0,0,53,8.0,17.0,47.8,0.471,0.032,7639
6047,161100.0,722.0,3,770.76,23000.0,072001,82017,23.95,2.0,0,2,85,12.0,22.0,13.4,0.545,0.034,5875
6048,179676.0,662.0,3,508.53,20000.0,061999,82017,18.12,1.0,1,2,48,16.0,40.0,59.1,0.4,0.025,6636
6049,167000.0,682.0,3,1053.35,31000.0,052002,82017,26.56,2.0,0,0,33,12.0,22.0,81.2,0.545,0.034,5571
6050,110000.0,687.0,3,291.95,12000.0,042005,82017,17.47,3.0,1,2,85,6.0,17.0,28.2,0.353,0.024,4505
6051,152400.0,727.0,3,460.88,14400.0,022006,82017,9.86,2.0,0,2,68,4.0,5.0,41.2,0.8,0.032,4199
6052,242000.0,682.0,3,1172.9,35000.0,072002,82017,23.44,2.0,0,0,33,11.0,20.0,74.8,0.55,0.034,5510
6053,138000.0,742.0,3,548.15,17500.0,012011,82017,30.91,0.0,0,1,46,9.0,18.0,34.2,0.5,0.031,2404
6054,128000.0,667.0,2,332.01,14400.0,092005,82017,21.94,1.0,1,2,34,7.0,10.0,7.0,0.7,0.023,4352
6055,125000.0,742.0,3,433.63,14000.0,072006,82017,16.38,2.0,0,2,85,11.0,20.0,25.9,0.55,0.031,4049
6056,234000.0,697.0,3,1340.45,36800.0,062003,82017,15.74,2.0,0,0,19,11.0,23.0,69.9,0.478,0.034,5175
6057,103000.0,742.0,3,232.79,7500.0,122003,82017,21.26,3.0,0,2,44,8.0,16.0,89.3,0.5,0.031,4992
6058,220000.0,707.0,3,72.35,2000.0,062000,82017,17.43,2.0,0,2,20,11.0,20.0,30.7,0.55,0.032,6270
6059,103000.0,687.0,2,416.28,12000.0,102005,82017,22.78,1.0,0,0,86,13.0,21.0,45.2,0.619,0.035,4322
6060,270000.0,767.0,3,792.05,25625.0,012001,82017,47.04,2.0,0,2,22,20.0,37.0,18.1,0.541,0.031,6056
6061,170000.0,692.0,2,476.33,20000.0,062002,92017,18.88,0.0,1,0,98,10.0,35.0,76.0,0.286,0.024,5571
6062,91000.0,687.0,2,653.93,20000.0,051995,82017,13.84,0.0,0,1,85,4.0,11.0,47.1,0.364,0.033,8128
6063,59068.0,762.0,3,690.34,20600.0,071997,82017,14.44,4.0,0,1,72,9.0,19.0,0.1,0.474,0.034,7336
6064,204000.0,677.0,3,797.03,24000.0,092004,82017,23.92,2.0,0,1,43,13.0,27.0,45.1,0.481,0.033,4717
6065,125000.0,727.0,3,1030.4,29300.0,112006,92017,12.82,2.0,0,2,90,16.0,40.0,24.9,0.4,0.035,3957
6066,185000.0,712.0,3,523.14,16000.0,032007,82017,24.24,6.0,0,1,11,10.0,18.0,44.8,0.556,0.033,3806
6067,204000.0,697.0,3,893.11,36800.0,082002,82017,19.32,0.0,1,0,17,6.0,15.0,75.7,0.4,0.024,5479
6068,165000.0,697.0,3,681.76,21000.0,051996,82017,16.24,6.0,0,2,82,8.0,34.0,80.1,0.235,0.032,7762
6069,242000.0,752.0,3,582.75,25000.0,021998,82017,22.58,2.0,1,2,45,13.0,18.0,30.3,0.722,0.023,7121
6070,99000.0,787.0,2,327.21,15425.0,091999,82017,16.19,0.0,1,0,11,9.0,13.0,11.6,0.692,0.021,6544
6071,325727.04144222336,712.0,3,1115.09,35600.0,101983,82017,23.14,5.0,0,1,45,20.0,36.0,69.4,0.556,0.031,12358
6072,200000.0,712.0,3,1046.28,32000.0,122003,82017,35.4,7.0,0,0,69,8.0,26.0,45.1,0.308,0.033,4992
6073,132000.0,692.0,2,535.47,15000.0,081989,92017,29.5,1.0,0,1,33,9.0,18.0,65.4,0.5,0.036,10258
6074,185000.0,662.0,3,146.69,4000.0,031999,82017,17.58,3.0,0,1,66,10.0,42.0,87.8,0.238,0.037,6728
6075,274590.0,787.0,3,524.32,25000.0,092005,82017,26.24,3.0,1,2,85,12.0,31.0,4.5,0.387,0.021,4352
